Card Name,Condition,Printing,Set,Box Name
Dragonite ex,Near Mint,Holofoil,SV3: Obsidian Flames,"I Choose You, Dragonite!"
Sabrina's Gengar (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Alakazam (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Gengar (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Haunter (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Haunter (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Kadabra (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Venomoth (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Gastly (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Golduck (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Jynx (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Jynx (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Psyduck (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Hypno (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Mr. Mime (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Slowbro (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Mr. Mime (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Gastly (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Abra (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Slowpoke (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Abra (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Porygon (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Abra (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Gastly (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Drowzee (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Drowzee (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Venonat (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Marsh Badge!
Erika's Venusaur (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Dragonair (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Clefable (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Vileplume (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Rainbow Badge!
Erika (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Bulbasaur (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Clefairy (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Weepinbell (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Ivysaur (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Victreebel (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Clefairy (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Exeggcute (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Gloom (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Dratini (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Oddish (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Exeggutor (1st Edition),Near Mint,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Oddish (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Jigglypuff (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Gloom (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Bellsprout (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Oddish (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Bellsprout (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Weepinbell (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Tangela (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Exeggcute (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Paras (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Bellsprout (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Rainbow Badge!
Koga's Ditto (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Soul Badge!
Koga (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Soul Badge!
Koga's Beedrill (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Soul Badge!
Koga's Arbok (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Muk (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgeotto (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Golbat (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Koffing (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Weezing (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Kakuna (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Weedle (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgey (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Zubat (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Ekans (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Koffing (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Grimer (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgey (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Koga's Tangela (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Soul Badge!
Lt. Surge's Electabuzz (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Magneton (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Fearow (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Raichu (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Raichu (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Jolteon (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Eevee (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Electabuzz (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Pikachu (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Pikachu (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Raticate (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Electrode (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Raticate (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Magnemite (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Rattata (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Magnemite (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Spearow (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Voltorb (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Rattata (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Voltorb (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Spearow (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Thunder Badge!
Misty's Gyarados (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Cascade Badge!
Misty (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Cascade Badge!
Misty's Golduck (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seadra (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacruel (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Cascade Badge!
Misty's Poliwrath (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacool (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Cloyster (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Dewgong (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Goldeen (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Psyduck (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Psyduck (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacool (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Starmie (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Magikarp (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seaking (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Poliwhirl (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Horsea (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Poliwag (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seel (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Shellder (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Staryu (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Poliwag (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Seel (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Cascade Badge!
Misty's Goldeen (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Staryu (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
Misty's Horsea (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Cascade Badge!
151 Booster Bundle Display!,Sealed,Bundle Display,151,Welcome to Paldea!
Obsidian Flames Booster Display!,Sealed,Booster Display,Obsidian Flames,Welcome to Paldea!
Paldea Evolved Booster Display!,Sealed,Booster Display,Paldea Evolved,Welcome to Paldea!
Paradox Rift Booster Display!,Sealed,Booster Display,Paradox Rift,Welcome to Paldea!
Scarlet & Violet Booster Display!,Sealed,Booster Display,Scarlet & Violet,Welcome to Paldea!
151 Elite Trainer Box!,Sealed,Elite Trainer Box,151,Welcome to Paldea!
Scarlet & Violet Elite Trainer Box [Miraidon]!,Sealed,Elite Trainer Box,Scarlet & Violet,Welcome to Paldea!
Paldea Evolved Elite Trainer Box!,Sealed,Elite Trainer Box,Paldea Evolved,Welcome to Paldea!
Temporal Forces Elite Trainer Box [Walking Wake]!,Sealed,Elite Trainer Box,Temporal Forces,Welcome to Paldea!
Obsidian Flames Elite Trainer Box!,Sealed,Elite Trainer Box,Obsidian Flames,Welcome to Paldea!
Paradox Rift Elite Trainer Box [Roaring Moon]!,Sealed,Elite Trainer Box,Paradox Rift,Welcome to Paldea!
Paradox Rift Elite Trainer Box [Iron Valiant]!,Sealed,Elite Trainer Box,Paradox Rift,Welcome to Paldea!
Temporal Forces Elite Trainer Box [Iron Leaves]!,Sealed,Elite Trainer Box,Temporal Forces,Welcome to Paldea!
Scarlet & Violet Elite Trainer Box [Koraidon]!,Sealed,Elite Trainer Box,Scarlet & Violet,Welcome to Paldea!
151 - Booster Pack!,Sealed,Booster,151,Welcome to Paldea!
Paldea Evolved - Booster Pack!,Sealed,Booster,Paldea Evolved,Welcome to Paldea!
Obsidian Flames - Booster Pack!,Sealed,Booster,Obsidian Flames,Welcome to Paldea!
Paradox Rift - Booster Pack!,Sealed,Booster,Paradox Rift,Welcome to Paldea!
Scarlet & Violet - Booster Pack!,Sealed,Booster,Scarlet & Violet,Welcome to Paldea!
Brock's Ninetales (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Boulder Badge!
Brock's Rhydon (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Boulder Badge!
Brock (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Boulder Badge!
Brock's Golem (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandslash (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Rhyhorn (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Onix (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Vulpix (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Dugtrio (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Zubat (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Mankey (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Primeape (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Sandshrew (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandslash (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Geodude (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Graveler (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Lickitung (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Golbat (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Vulpix (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Graveler (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Geodude (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Diglett (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Boulder Badge!
Brock's Onix (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Mankey (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Geodude (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandshrew (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Rhyhorn (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Brock's Zubat (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Boulder Badge!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Iron Valiant]!,Sealed,Exclusive Elite Trainer Box,Paradox Rift,Gotta Catch 'Em All!
Fusion Strike Elite Trainer Box!,Sealed,Elite Trainer Box,Fusion Strike,Gotta Catch 'Em All!
Crown Zenith Elite Trainer Box!,Sealed,Elite Trainer Box,Crown Zenith,Gotta Catch 'Em All!
Pokemon GO Elite Trainer Box!,Sealed,Elite Trainer Box,Pokemon GO,Gotta Catch 'Em All!
Paldean Fates Elite Trainer Box!,Sealed,Elite Trainer Box,Paldean Fates,Gotta Catch 'Em All!
Paldea Evolved Elite Trainer Box!,Sealed,Elite Trainer Box,Paldea Evolved,Gotta Catch 'Em All!
Evolving Skies - Booster Pack!,Sealed,Booster,Evolving Skies,Gotta Catch 'Em All!
151 - Booster Pack!,Sealed,Booster,151,Gotta Catch 'Em All!
Shining Fates - Booster Pack!,Sealed,Booster,Shining Fates,Gotta Catch 'Em All!
Chilling Reign - Booster Pack!,Sealed,Booster,Chilling Reign,Gotta Catch 'Em All!
Sword & Shield - Booster Pack!,Sealed,Booster,Sword & Shield,Gotta Catch 'Em All!
Crown Zenith - Booster Pack!,Sealed,Booster,Crown Zenith,Gotta Catch 'Em All!
Lost Origin - Booster Pack!,Sealed,Booster,Lost Origin,Gotta Catch 'Em All!
Darkness Ablaze - Booster Pack!,Sealed,Booster,Darkness Ablaze,Gotta Catch 'Em All!
Silver Tempest - Booster Pack!,Sealed,Booster,Silver Tempest,Gotta Catch 'Em All!
Paldea Evolved - Booster Pack!,Sealed,Booster,Paldea Evolved,Gotta Catch 'Em All!
Vivid Voltage - Booster Pack!,Sealed,Booster,Vivid Voltage,Gotta Catch 'Em All!
Obsidian Flames - Booster Pack!,Sealed,Booster,Obsidian Flames,Gotta Catch 'Em All!
Paradox Rift - Booster Pack!,Sealed,Booster,Paradox Rift,Gotta Catch 'Em All!
Scarlet & Violet - Booster Pack!,Sealed,Booster,Scarlet & Violet,Gotta Catch 'Em All!
Gengar & Mimikyu-GX,Lightly Played+,Holofoil,SM9: Team Up,"I Choose You, Gengar!"
Gengar VMAX,Lightly Played+,Holofoil,SWSH8: Fusion Strike,"I Choose You, Gengar!"
Gengar-EX,Near Mint,Holofoil,XY4: Phantom Forces,"I Choose You, Gengar!"
Gengar VMAX,Near Mint,Holofoil,SWSH8: Fusion Strike,"I Choose You, Gengar!"
Gengar,Near Mint,Holofoil,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Gengar!"
Gengar,Near Mint,Holofoil,SWSH11: Lost Origin,"I Choose You, Gengar!"
Pikachu-EX,Lightly Played+,Holofoil,XYP: XY Black Star Promos,"I Choose You, Pikachu!"
Pikachu VMAX,Lightly Played+,Holofoil,SWSH4: Vivid Voltage,"I Choose You, Pikachu!"
Pikachu VMAX,Lightly Played+,Holofoil,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Pikachu!"
Pikachu,Lightly Played+,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Pikachu!"
Pikachu,Near Mint,Holofoil,G1: Generations,"I Choose You, Pikachu!"
Pikachu VMAX,Near Mint,Holofoil,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Pikachu!"
Pikachu V,Near Mint,Holofoil,SWSH4: Vivid Voltage,"I Choose You, Pikachu!"
Pikachu,Near Mint,Reverse Holofoil,SM4: Crimson Invasion,"I Choose You, Pikachu!"
Pikachu,Near Mint,Reverse Holofoil,SM35: Shining Legends,"I Choose You, Pikachu!"
Pikachu V,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Pikachu!"
Blissey V,Near Mint,Holofoil,SWSH6: Chilling Reign,Eggcelent Pokemon!
Mega Lopunny & Jigglypuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Eggcelent Pokemon!
Marill,Near Mint,Holofoil,SV2: Paldea Evolved,Eggcelent Pokemon!
Magby,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Mantyke,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Pichu,Near Mint,Normal,DP2: Mysterious Treasures,Eggcelent Pokemon!
Togepi & Cleffa & Igglybuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Eggcelent Pokemon!
Wigglytuff ex,Near Mint,Holofoil,SV3PT5: 151,Eggcelent Pokemon!
Plusle,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Minun,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Budew,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Munchlax,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Egg Incubator,Near Mint,Holofoil,PGO: Pokémon GO,Eggcelent Pokemon!
Cinderace,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Jigglypuff,Near Mint,Holofoil,SV4PT5: Paldean Fates,Eggcelent Pokemon!
Riolu,Near Mint,Holofoil,SV1: Scarlet & Violet,Eggcelent Pokemon!
Raboot,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Smoochum,Near Mint,Normal,DP3: Secret Wonders,Eggcelent Pokemon!
Tyrogue,Near Mint,Unlimited,NEO2: Neo Discovery,Eggcelent Pokemon!
Togekiss V,Near Mint,Holofoil,SWSH4: Vivid Voltage,Eggcelent Pokemon!
Bonsly,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Chansey,Near Mint,Normal,EX10: Unseen Forces,Eggcelent Pokemon!
Igglybuff,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Chingling,Near Mint,Normal,PL3: Supreme Victors,Eggcelent Pokemon!
Azumarill,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Azurill,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Erika's Exeggcute,Near Mint,1st Edition,GYM1: Gym Heroes,Eggcelent Pokemon!
Lopunny,Near Mint,Normal,XY2: Flashfire,Eggcelent Pokemon!
Mime Jr.,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Clefairy,Near Mint,Normal,DP3: Secret Wonders,Eggcelent Pokemon!
Elekid,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Cleffa,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Clefable,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Togetic,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Wynaut,Near Mint,Normal,EX12: Legend Maker,Eggcelent Pokemon!
Toxel,Near Mint,Normal,SWSH3: Darkness Ablaze,Eggcelent Pokemon!
Scorbunny,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Happiny,Near Mint,Normal,PL1: Platinum,Eggcelent Pokemon!
Alolan Exeggutor V,Near Mint,Holofoil,PGO: Pokémon GO,Eggcelent Pokemon!
Togepi,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Bunnelby,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Diggersby,Near Mint,Normal,SWSH2: Rebel Clash,Eggcelent Pokemon!
Buneary,Near Mint,Normal,SWSH8: Fusion Strike,Eggcelent Pokemon!
Rocket's Mewtwo (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,Team Rocket Attacks!
Rocket's Scyther (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Zapdos (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,Team Rocket Attacks!
Rocket's Hitmonchan (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Moltres (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Snorlax (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,Team Rocket Attacks!
The Rocket's Trap (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,Team Rocket Attacks!
Here Comes Team Rocket!,Near Mint,Normal,XY12: Evolutions,Team Rocket Attacks!
Starmie V,Lightly Played+,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Garchomp V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Galarian Moltres V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Zacian V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Shadow Rider Calyrex VMAX,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Galarian Zapdos V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Bea,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Ice Rider Calyrex VMAX,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Ice Rider Calyrex V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Shadow Rider Calyrex V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
