Card Name,Condition,Printing,Set,Box Name
Dragonite ex,Holofoil,Near Mint,SV3: Obsidian Flames,"I Choose You, Dragonite!"
Sabrina's Gengar (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Alakazam (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Gengar (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Haunter (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Haunter (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Kadabra (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Venomoth (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Gastly (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Golduck (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Jynx (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Jynx (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Psyduck (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Hypno (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Mr. Mime (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Slowbro (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Mr. Mime (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Gastly (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Abra (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Slowpoke (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Abra (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Porygon (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Abra (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Gastly (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Drowzee (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Marsh Badge!
Sabrina's Drowzee (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Sabrina's Venonat (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Marsh Badge!
Erika's Venusaur (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Dragonair (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Clefable (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Vileplume (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Bulbasaur (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Clefairy (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Weepinbell (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Ivysaur (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Victreebel (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Clefairy (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Exeggcute (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Gloom (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Dratini (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Oddish (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Exeggutor (1st Edition),1st Edition,Near Mint,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Oddish (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Jigglypuff (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Gloom (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Bellsprout (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Oddish (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Bellsprout (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Weepinbell (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Tangela (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Exeggcute (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Erika's Paras (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Rainbow Badge!
Erika's Bellsprout (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Rainbow Badge!
Koga's Ditto (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Beedrill (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Arbok (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Muk (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgeotto (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Golbat (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Koffing (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Weezing (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Kakuna (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Weedle (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgey (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Zubat (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Ekans (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Koffing (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Grimer (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Pidgey (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Koga's Tangela (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Soul Badge!
Lt. Surge's Electabuzz (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Magneton (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Fearow (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Raichu (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Raichu (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Jolteon (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Eevee (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Electabuzz (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Pikachu (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Pikachu (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Raticate (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Electrode (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Raticate (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Magnemite (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Rattata (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Magnemite (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Spearow (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Voltorb (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Thunder Badge!
Lt. Surge's Rattata (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Voltorb (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Lt. Surge's Spearow (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Thunder Badge!
Misty's Gyarados (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Golduck (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seadra (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacruel (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Poliwrath (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacool (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Cloyster (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Dewgong (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Goldeen (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Psyduck (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Psyduck (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Tentacool (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Starmie (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Magikarp (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seaking (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Poliwhirl (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Horsea (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Poliwag (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Seel (1st Edition),GYM1: Gym Heroes,1st Edition,Lightly Played+,The Cascade Badge!
Misty's Shellder (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Staryu (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Poliwag (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Seel (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Cascade Badge!
Misty's Goldeen (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Staryu (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
Misty's Horsea (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Cascade Badge!
151 Booster Bundle Display!,Bundle Display,Sealed,151,Welcome to Paldea!
Obsidian Flames Booster Display!,Booster Display,Sealed,Obsidian Flames,Welcome to Paldea!
Paldea Evolved Booster Display!,Booster Display,Sealed,Paldea Evolved,Welcome to Paldea!
Paradox Rift Booster Display!,Booster Display,Sealed,Paradox Rift,Welcome to Paldea!
Scarlet & Violet Booster Display!,Booster Display,Sealed,Scarlet & Violet,Welcome to Paldea!
151 Elite Trainer Box!,Elite Trainer Box,Sealed,151,Welcome to Paldea!
Scarlet & Violet Elite Trainer Box [Miraidon]!,Elite Trainer Box,Sealed,Scarlet & Violet,Welcome to Paldea!
Paldea Evolved Elite Trainer Box!,Elite Trainer Box,Sealed,Paldea Evolved,Welcome to Paldea!
Temporal Forces Elite Trainer Box [Walking Wake]!,Elite Trainer Box,Sealed,Temporal Forces,Welcome to Paldea!
Obsidian Flames Elite Trainer Box!,Elite Trainer Box,Sealed,Obsidian Flames,Welcome to Paldea!
Paradox Rift Elite Trainer Box [Roaring Moon]!,Elite Trainer Box,Sealed,Paradox Rift,Welcome to Paldea!
Paradox Rift Elite Trainer Box [Iron Valiant]!,Elite Trainer Box,Sealed,Paradox Rift,Welcome to Paldea!
Temporal Forces Elite Trainer Box [Iron Leaves]!,Elite Trainer Box,Sealed,Temporal Forces,Welcome to Paldea!
Scarlet & Violet Elite Trainer Box [Koraidon]!,Elite Trainer Box,Sealed,Scarlet & Violet,Welcome to Paldea!
151 - Booster Pack!,Booster,Sealed,151,Welcome to Paldea!
Paldea Evolved - Booster Pack!,Booster,Sealed,Paldea Evolved,Welcome to Paldea!
Obsidian Flames - Booster Pack!,Booster,Sealed,Obsidian Flames,Welcome to Paldea!
Paradox Rift - Booster Pack!,Booster,Sealed,Paradox Rift,Welcome to Paldea!
Scarlet & Violet - Booster Pack!,Booster,Sealed,Scarlet & Violet,Welcome to Paldea!
Brock's Ninetales (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Rhydon (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Golem (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandslash (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Rhyhorn (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Onix (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Vulpix (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Dugtrio (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Zubat (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Mankey (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Primeape (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Sandshrew (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandslash (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Geodude (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Graveler (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Lickitung (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Golbat (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Vulpix (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Graveler (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Geodude (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Diglett (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Boulder Badge!
Brock's Onix (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Mankey (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Geodude (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Sandshrew (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Rhyhorn (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Brock's Zubat (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Boulder Badge!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Iron Valiant]!,Exclusive Elite Trainer Box,Sealed,Paradox Rift,Gotta Catch 'Em All!
Fusion Strike Elite Trainer Box!,Elite Trainer Box,Sealed,Fusion Strike,Gotta Catch 'Em All!
Crown Zenith Elite Trainer Box!,Elite Trainer Box,Sealed,Crown Zenith,Gotta Catch 'Em All!
Pokemon GO Elite Trainer Box!,Elite Trainer Box,Sealed,Pokemon GO,Gotta Catch 'Em All!
Paldean Fates Elite Trainer Box!,Elite Trainer Box,Sealed,Paldean Fates,Gotta Catch 'Em All!
Paldea Evolved Elite Trainer Box!,Elite Trainer Box,Sealed,Paldea Evolved,Gotta Catch 'Em All!
Evolving Skies - Booster Pack!,Booster,Sealed,Evolving Skies,Gotta Catch 'Em All!
151 - Booster Pack!,Booster,Sealed,151,Gotta Catch 'Em All!
Shining Fates - Booster Pack!,Booster,Sealed,Shining Fates,Gotta Catch 'Em All!
Chilling Reign - Booster Pack!,Booster,Sealed,Chilling Reign,Gotta Catch 'Em All!
Sword & Shield - Booster Pack!,Booster,Sealed,Sword & Shield,Gotta Catch 'Em All!
Crown Zenith - Booster Pack!,Booster,Sealed,Crown Zenith,Gotta Catch 'Em All!
Lost Origin - Booster Pack!,Booster,Sealed,Lost Origin,Gotta Catch 'Em All!
Darkness Ablaze - Booster Pack!,Booster,Sealed,Darkness Ablaze,Gotta Catch 'Em All!
Silver Tempest - Booster Pack!,Booster,Sealed,Silver Tempest,Gotta Catch 'Em All!
Paldea Evolved - Booster Pack!,Booster,Sealed,Paldea Evolved,Gotta Catch 'Em All!
Vivid Voltage - Booster Pack!,Booster,Sealed,Vivid Voltage,Gotta Catch 'Em All!
Obsidian Flames - Booster Pack!,Booster,Sealed,Obsidian Flames,Gotta Catch 'Em All!
Paradox Rift - Booster Pack!,Booster,Sealed,Paradox Rift,Gotta Catch 'Em All!
Scarlet & Violet - Booster Pack!,Booster,Sealed,Scarlet & Violet,Gotta Catch 'Em All!
Gengar & Mimikyu-GX,Holofoil,Lightly Played+,SM9: Team Up,"I Choose You, Gengar!"
Gengar VMAX,Holofoil,Lightly Played+,SWSH8: Fusion Strike,"I Choose You, Gengar!"
Gengar-EX,Holofoil,Near Mint,XY4: Phantom Forces,"I Choose You, Gengar!"
Gengar VMAX,Holofoil,Near Mint,SWSH8: Fusion Strike,"I Choose You, Gengar!"
Gengar,Holofoil,Near Mint,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Gengar!"
Gengar,Holofoil,Near Mint,SWSH11: Lost Origin,"I Choose You, Gengar!"
Pikachu-EX,Holofoil,Lightly Played+,XYP: XY Black Star Promos,"I Choose You, Pikachu!"
Pikachu VMAX,Holofoil,Lightly Played+,SWSH4: Vivid Voltage,"I Choose You, Pikachu!"
Pikachu VMAX,Holofoil,Lightly Played+,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Pikachu!"
Pikachu,Holofoil,Lightly Played+,SWSHP: SWSH Black Star Promos,"I Choose You, Pikachu!"
Pikachu,Holofoil,Near Mint,G1: Generations,"I Choose You, Pikachu!"
Pikachu VMAX,Holofoil,Near Mint,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Pikachu!"
Pikachu V,Holofoil,Near Mint,SWSH4: Vivid Voltage,"I Choose You, Pikachu!"
Pikachu,Reverse Holofoil,Near Mint,SM4: Crimson Invasion,"I Choose You, Pikachu!"
Pikachu,Reverse Holofoil,Near Mint,SM35: Shining Legends,"I Choose You, Pikachu!"
Pikachu V,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,"I Choose You, Pikachu!"
Blissey V,Near Mint,Holofoil,SWSH6: Chilling Reign,Eggcelent Pokemon!
Mega Lopunny & Jigglypuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Eggcelent Pokemon!
Marill,Near Mint,Holofoil,SV2: Paldea Evolved,Eggcelent Pokemon!
Magby,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Mantyke,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Pichu,Near Mint,Normal,DP2: Mysterious Treasures,Eggcelent Pokemon!
Togepi & Cleffa & Igglybuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Eggcelent Pokemon!
Wigglytuff ex,Near Mint,Holofoil,SV3PT5: 151,Eggcelent Pokemon!
Plusle,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Minun,Near Mint,Holofoil,SV4: Paradox Rift,Eggcelent Pokemon!
Budew,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Munchlax,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Egg Incubator,Near Mint,Holofoil,PGO: Pokémon GO,Eggcelent Pokemon!
Cinderace,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Jigglypuff,Near Mint,Holofoil,SV4PT5: Paldean Fates,Eggcelent Pokemon!
Riolu,Near Mint,Holofoil,SV1: Scarlet & Violet,Eggcelent Pokemon!
Raboot,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Smoochum,Near Mint,Normal,DP3: Secret Wonders,Eggcelent Pokemon!
Tyrogue,Near Mint,Unlimited,NEO2: Neo Discovery,Eggcelent Pokemon!
Togekiss V,Near Mint,Holofoil,SWSH4: Vivid Voltage,Eggcelent Pokemon!
Bonsly,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Chansey,Near Mint,Normal,EX10: Unseen Forces,Eggcelent Pokemon!
Igglybuff,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Chingling,Near Mint,Normal,PL3: Supreme Victors,Eggcelent Pokemon!
Azumarill,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Azurill,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Erika's Exeggcute,Near Mint,1st Edition,GYM1: Gym Heroes,Eggcelent Pokemon!
Lopunny,Near Mint,Normal,XY2: Flashfire,Eggcelent Pokemon!
Mime Jr.,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Clefairy,Near Mint,Normal,DP3: Secret Wonders,Eggcelent Pokemon!
Elekid,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Cleffa,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Clefable,Near Mint,Normal,DP1: Diamond & Pearl,Eggcelent Pokemon!
Togetic,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Wynaut,Near Mint,Normal,EX12: Legend Maker,Eggcelent Pokemon!
Toxel,Near Mint,Normal,SWSH3: Darkness Ablaze,Eggcelent Pokemon!
Scorbunny,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Happiny,Near Mint,Normal,PL1: Platinum,Eggcelent Pokemon!
Alolan Exeggutor V,Near Mint,Holofoil,PGO: Pokémon GO,Eggcelent Pokemon!
Togepi,Near Mint,Normal,DP4: Great Encounters,Eggcelent Pokemon!
Bunnelby,Near Mint,Holofoil,SWSH45SV: Shining Fates Shiny Vault,Eggcelent Pokemon!
Diggersby,Near Mint,Normal,SWSH2: Rebel Clash,Eggcelent Pokemon!
Buneary,Near Mint,Normal,SWSH8: Fusion Strike,Eggcelent Pokemon!
Rocket's Mewtwo (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,Team Rocket Attacks!
Rocket's Scyther (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Zapdos (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,Team Rocket Attacks!
Rocket's Hitmonchan (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Moltres (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,Team Rocket Attacks!
Rocket's Snorlax (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,Team Rocket Attacks!
The Rocket's Trap (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,Team Rocket Attacks!
Here Comes Team Rocket!,Normal,Near Mint,XY12: Evolutions,Team Rocket Attacks!
Starmie V,Holofoil,Lightly Played+,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Garchomp V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Galarian Moltres V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Zacian V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Shadow Rider Calyrex VMAX,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Galarian Zapdos V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Bea,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Ice Rider Calyrex VMAX,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Ice Rider Calyrex V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Shadow Rider Calyrex V,Holofoil,Near Mint,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
